topic_str,post
14,"Nothing Governor Romney just said is true, starting with this notion of me apologizing."
29,This has been probably the biggest whopper that's been told during the course of this campaign.
14,"And every fact checker and every reporter who's looked at it, Governor, has said this is not true."
15,"And when it comes to tightening sanctions, look, as I said before, we've put in the toughest, most crippling sanctions ever."
15,"And the fact is, while we were coordinating an international coalition to make sure these sanctions were effective, you were still invested in a Chinese state oil company that was doing business with the Iranian oil sector."
15,"So I'll let the American people decide, judge, who's going to be more effective and more credible when it comes to imposing crippling sanctions."
15,"And with respect to our attitude about the Iranian revolution, I was very clear about the murderous activities that had taken place and that was contrary to international law and everything that civilized people stand for."
15,And and so the strength that we have shown in Iran is shown by the fact that we've been able to mobilize the world.
9,"When I came into office, the world was divided."
15,Iran was resurgent.
15,"Iran is at its weakest point, economically, strategically, militarily, then since then in many years."
15,And we are going to continue to keep the pressure on to make sure that they do not get a nuclear weapon.
9,That's in America's national interest and that will be the case so long as I'm president.
14,"Bob, let me let me respond."
5,"If we're going to talk about trips that we've taken when I was a candidate for office, first trip I took was to visit our troops."
15,"And when I went to Israel as a candidate, I didn't take donors."
7,I didn't attend fundraisers.
15,"I went to Yad Beshef, the Holocaust museum there, to remind myself the nature of evil and why our bond with Israel will be unbreakable."
15,"And then I went down to the border towns of Storok, which had experienced missiles raining dowm from Hamas."
15,And I saw families there who showed me there where missiles had come down near their children's bedroo Miss And I was reminded of what that would mean if those were my kids.
15,"Which is why as president, we funded an Iron Dome program to stop those missiles."
15,"So that's how I've used my travels, when I travel to Israel and when I travel to the region."
16,And the the central question at this point is going to be: Who is going to be credible to all parties involved?
15,"And they can look at my track record, whether it's Iran sanctions, whether it's dealing with counterterrorism, whether it's supporting democracy, whether it's supporting women's rights, whether it's supporting religious minorities."
9,And they can say that the President of the United States and the United States of America has stood on the right side of history.
8,And that kind of credibility is precisely why we've been able to show leadership on a wide range of issues facing the world right now.
8,"Governor, the problem is, is that on a whole range of issues, whether it's the Middle East, whether it's Afghanistan, whether it's Iraq, whether it's now Iran, you've been all over the map."
15,"I mean, I'm I'm pleased that you now are endorsing our policy of applying diplomatic pressure and potentially having bilateral discussions with the Iranians to end their nuclear program."
9,But just a few years ago you said that's something you'd never do.
8,"In the same way that you initially opposed a timetable in Afghanistan, now you're for it, although it depends."
8,"In the same way that you say you would have ended the war in Iraq, but recently gave a speech saying that we should have twenty thousand more folks in there."
29,The same way that you said that it was mission creep to go after Gadhafi.
9,"When it comes to going after Osama bin Laden, you said, well, any president would make that call."
29,"But when you were a candidate in two thousand eight, as I was, and I said if I got bin Laden in our sights I would take that shot, you said we shouldn't move heaven and earth to get one man."
15,And you said we should ask Pakistan for permission.
15,"And if we had asked Pakistan permission, we would not have gotten him."
18,And it was worth moving heaven and earth to get him.
29,"You know, after we killed bin Laden I was at ground zero for a memorial and talked to a young women who was four years old when nine/eleven happened."
15,"And the last conversation she had with her father was him calling from the twin towers, saying Peyton, I love you and I will always watch over you."
6,"And for the next decade, she was haunted by that conversation."
29,"And she said to me, You know, by finally getting bin Laden, that brought some closure to me."
5,"And when we do things like that when we bring those who have harmed us to justice, that sends a message to the world and it tells Peyton that we did not forget her father."
9,"And I make that point because that's the kind of clarity of leadership, and those decisions are not always popular."
30,Those decisions generally generally are not poll tested.
14,"And even some in my own party, including my current vice president, had the same critique as you did."
9,"But what the American people understand is that I look at what we need to get done to keep the American people safe and to move our interests forward, and I make those decisions."
8,"When I came into office, we were still bogged down in Iraq and Afghanistan had been drifting for a decade."
8,"We ended the war in Iraq, refocused our attention on Afghanistan, and we did deliver a surge of troops."
8,That was facilitated in part because we had ended the war in Iraq.
8,And we are now in a position where we have met many of the objectives that got us there in the first place.
29,Part of what had happened is we'd forgotten why we had gone.
29,We went because there were people who were responsible for three thousand American deaths.
8,And so we decimated Al Qaida's core leadership in the border regions between Afghanistan and Pakistan.
8,We then started to build up Afghan forces.
8,"And we're now in a position where we can transition out, because there's no reason why Americans should die when Afghans are perfectly capable of defending their own country."
9,"Now, that transition has to take place in a responsible fashion."
8,"We've been there a long time, and we've got to make sure that we and our coalition partners are pulling out responsibly and giving Afghans the capabilities that they need."
8,But what I think the American people recognize is after a decade of war it's time to do some nation building here at home.
24,"And what we can now do is free up some resources, to, for example, put Americans back to work, especially our veterans, rebuilding our roads, our bridges, our schools, making sure that, you know, our veterans are getting the care that they need when it comes to post traumatic stress disorder and traumatic brain injury, making sure that the certifications that they need for good jobs of the future are in place."
24,"You know, I was having lunch with some a veteran in Minnesota who had been a medic dealing with the most extreme circumstances."
13,"When he came home and he wanted to become a nurse, he had to start from scratch."
13,And what we've said is let's change those certifications.
24,The first lady has done great work with an organization called Joining Forces putting our veterans back to work.
24,"And as a consequence, veterans' unemployment is actually now lower than general population."
9,It was higher when I came into office.
8,So those are the kinds of things that we can now do because we're making that transition in Afghanistan.
8,"Well, keep in mind our strategy wasn't just going after bin Laden."
15,"We created partnerships throughout the region to deal with extremism in Somalia, in Yemen, in Pakistan."
9,"And what we've also done is engaged these governments in the kind of reforms that are actually going to make a difference in people's lives day to day, to make sure that their governments aren't corrupt, to make sure that they're treating women with the kind of respect and dignity that every nation that succeeds has shown and to make sure that they've got a free market system that works."
15,"So across the board, we are engaging them in building capacity in these countries."
30,And we have stood on the side of democracy.
8,"One thing I think Americans should be proud of, when Tunisians began to protest, this nation me, my administration stood with them earlier than just about any country."
30,In Egypt we stood on the side of democracy.
29,In Libya we stood on the side of the people.
15,"And as a consequence, there's no doubt that attitudes about Americans have changed."
15,But there are always going to be elements in these countries that potentially threaten the United States.
8,And we want to shrink those groups and those networks and we can do that.
8,But we're always also going to have to maintain vigilance when it comes to terrorist activities.
29,"The truth, though, is that Al Qaeda is much weaker than it was when I came into office."
15,And they don't have the same capacities to attack the U.
0,S.
15,homeland and our allies as they did four years ago.
31,"Well, I think it will continue to be terrorist networks."
8,"We have to remain vigilant, as I just said."
15,"But with respect to China, China is both an adversary, but also a potential partner in the international community if it's following the rules."
9,So my attitude coming into office was that we are going to insist that China plays by the same rules as everybody else.
2,I know Americans had seen jobs being shipped overseas; businesses and workers not getting a level playing field when it came to trade.
25,And that's the reason why I set up a trade task force to go after cheaters when it came to international trade.
9,"That's the reason why we have brought more cases against China for violating trade rules than the other the previous administration had done in two ter Miss And we've won just about every case that we've filed, that has been decided."
11,"In fact, just recently steelworkers in Ohio and throughout the Midwest Pennsylvania are in a position now to sell steel to China because we won that case."
19,We had a tire case in which they were flooding us with cheap domestic tires or or cheap Chinese tires.
2,And we put a stop to it and as a consequence saved jobs throughout America.
14,I have to say that Governor Romney criticized me for being too tough in that tire case; said this wouldn't be good for American workers and that it would be protectionist.
20,"But I tell you, those workers don't feel that way."
16,They feel as if they had finally an administration who was going to take this issue seriously.
8,"Over the long term, in order for us to compete with China, we've also got to make sure, though, that we're taking taking care of business here at home."
13,"If we don't have the best education system in the world, if we don't continue to put money into research and technology that will allow us to create great businesses here in the United States, that's how we lose the competition."
4,"And, unfortunately, Governor Romney's budget and his proposals would not allow us to make those investments."
2,"Well, Governor Romney's right, you are familiar with jobs being shipped overseas because you invested in companies that were shipping jobs overseas."
0,"And, you know, that's you're right."
9,I mean that's how our free market works.
20,But I've made a different bet on American workers.
14,"If we had taken your advice Governor Romney about our auto industry, we'd be buying cars from China instead of selling cars to China."
25,If we take your advice with respect to how we change our tax codes so that companies that earn profits overseas don't pay U.
0,S.
33,taxes compared to companies here that are paying taxes.
2,"Now that's estimated to create eight hundred thousand jobs, the problem is they won't be here, they'll be in places like China."
12,"And if we're not making investments in education and basic research, which is not something that the private sector is doing at a sufficient pace right now and has never done, then we will lose the in things like clean energy technology."
15,"Now with respect to what we've done with China already, U."
0,S.
2,"exports have doubled since I came into office, to China and actually currencies are at their most advantageous point for U."
0,S.
25,exporters since one thousand nine hundred ninety three.
8,We absolutely have to make more progress and that's why we're going to keep on pressing.
8,"And when it comes to our military and Chinese security, part of the reason that we were able to pivot to the Asia Pacific region after having ended the war in Iraq and transitioning out of Afghanistan, is precisely because this is going to be a massive growth area in the future."
15,"And we believe China can be a partner, but we're also sending a very clear signal that America is a Pacific power; that we are going to have a presence there."
8,"We are working with countries in the region to make sure, for example, that ships can pass through; that commerce continues."
15,And we're organizing trade relations with countries other than China so that China starts feeling more pressure about meeting basic international standards.
8,That's the kind of leadership we've shown in the region.
8,That's the kind of leadership that we'll continue to show.
14,"Governor Romney, that's not what you said|"
14,"Governor Romney, you did not|"
34,You did not say that you would provide government help.
0,Let's check the record.
0,Let let let's|
0,at the record.
14,"Governor, the people in Detroit don't forget."
0,Governor?
0,The fact of the matter is|
0,Yeah.
0,Governor?
0,I'm I'm I'm happy.
0,to respond to you|
18,you've had the floor for a while.
27,"The look, I think anybody out there can check the record."
14,"Governor Romney, you keep on trying to, you know airbrush history here."
4,"You were very clear that you would not provide, government assistance to the U."
0,S.
25,"auto companies, even if they went through bankruptcy."
9,You said that they could get it in the private marketplace.
0,That wasn't true.
0,They would have gone through a|
0,they would have gone through a|
0,"No, I am not wrong."
0,I am not wrong.
0,People will look it up.
30,"But more importantly it is true that in order for us to be competitive, we're going to have to make some smart choices right now."
13,"Cutting our education budget, that's not a smart choice."
2,That will not help us compete with China.
4,"Cutting our investments in research and technology, that's not a smart choice."
2,That will not help us compete with China.
4,"Bringing down our deficit by adding dollar seven trillion of tax cuts and military spending that our military is not asking for, before we even get to the debt that we currently have, that is not going to make us more competitive."
30,Those are the kinds of choices that the American people face right now.
2,"Having a tax code that rewards companies that are shipping jobs overseas instead of companies that are investing here in the United States, that will not make us more competitive."
2,"And the one thing that I'm absolutely clear about is that after a decade in which we saw drift, jobs being shipped overseas, nobody championing American workers and American businesses, we've now begun to make some real progress."
9,What we can't do is go back to the same policies that got us into such difficulty in the first place.
9,That's why we have to move forward and not go back.
14,"Well, thank you very much, Bob, Governor Romney, and to Lynn University."
30,"You've now heard three debates, months of campaigning and way too many TV commercials."
30,And now you've got a choice.
4,"Over the last four years we've made real progress digging our way out of policies that gave us two prolonged wars, record deficits and the worst economic crisis since the Great Depression."
14,"And Governor Romney wants to take us back to those policies, a foreign policy that's wrong and reckless, economic policies that won't create jobs, won't reduce our deficit, but will make sure that folks at the very top don't have to play by the same rules that you do."
9,And I've got a different vision for America.
8,I want to build on our strengths.
25,"And I've put forward a plan to make sure that we're bringing manufacturing jobs back to our shores by rewarding companies and small businesses that are investing here, not overseas."
13,I want to make sure we've got the best education system in the world.
2,And we're retaining our workers for the jobs of tomorrow.
12,I want to control our own energy by developing oil and natural gas but also the energy sources of the future.
4,"Yes, I want to reduce our deficit by cutting spending that we don't need but also by asking the wealthy to do a little bit more so that we can invest in things like research and technology that are the key to a twenty onest century economy."
8,"As Commander in Chief, I will maintain the strongest military in the world, keep faith with our troops and go after those who would do us harm."
5,"but after a decade of war, I think we all recognize we've got to do some nation building here at home, rebuilding our roads, our bridges and especially caring for our Veterans who sacrificed so much for our freedom."
30,"And we've been through tough times but we always bounce back because of our character, because we pull together and if I have the privilege of being your president for another four years, I promise you I will always listen to your voices."
5,I will fight for your families and I will work every single day to make sure that America continues to be the greatest nation on earth.
0,Thank you.
