"","person","tot","time","role","dialogue"
"1383","ROMNEY","143.6","time 2","candidate","He was asked this on Univision the other day."
"1384","ROMNEY","143.7","time 2","candidate","Why, when you said you'd filed legislation in your first year didn't you do it?"
"1385","ROMNEY","143.8","time 2","candidate","And he didn't answer."
"1386","ROMNEY","143.9","time 2","candidate","He he doesn't answer that question."
"1387","ROMNEY","143.10","time 2","candidate","He said the standard bearer wasn't for it."
"1388","ROMNEY","143.11","time 2","candidate","I'm glad you thought I was a standard bearer four years ago, but I wasn't."
"1389","ROMNEY","143.12","time 2","candidate","Four years ago you said in your first year you would file legislation."
"1390","ROMNEY","143.13","time 2","candidate","In his first year, I was just getting licking my wounds from having been beaten by John McCain, all right."
"1391","ROMNEY","143.14","time 2","candidate","I was not the standard bearer."
"1392","ROMNEY","143.15","time 2","candidate","My my view is that this president should have honored his promise to do as he said."
"1393","ROMNEY","143.16","time 2","candidate","Now, let me mention one other thing, and that is self deportation says let people make their own choice."
"1394","ROMNEY","143.17","time 2","candidate","What I was saying is, we're not going to round up twelve million people, undocumented illegals, and take them out of the nation."
"1395","ROMNEY","143.18","time 2","candidate","Instead let people make their own choice."
"1396","ROMNEY","143.19","time 2","candidate","And if they if they find that that they can't get the benefits here that they want and they can't and they can't find the job they want, then they'll make a decision to go a place where where they have better opportunities."
"1397","ROMNEY","143.20","time 2","candidate","But I'm not in favor of rounding up people and and and taking them out of this country."
"1398","ROMNEY","143.21","time 2","candidate","I am in favor, as the president has said, and I agree with him, which is that if people have committed crimes we got to get them out of this country."
"1399","ROMNEY","143.22","time 2","candidate","Let me mention something else the president said."
"1400","ROMNEY","143.23","time 2","candidate","It was a moment ago and I didn't get a chance to, when he was describing Chinese investments and so forth."
"1401","OBAMA","144.1","time 2","candidate","Candy?"
"1402","OBAMA","144.2","time 2","candidate","Hold on a second."
"1403","OBAMA","144.3","time 2","candidate","The|"
"1404","ROMNEY","145.1","time 2","candidate","Mister President, I'm still speaking."
"1405","ROMNEY","145.2","time 2","candidate","Mister President, let me finish."
"1406","ROMNEY","145.3","time 2","candidate","I've gotta continue."
"1407","CROWLEY","146.1","time 2","moderator","Governor Romney, you can make it short."
"1408","CROWLEY","146.2","time 2","moderator","See all these people?"
"1409","CROWLEY","146.3","time 2","moderator","They've been waiting for you."
"1410","CROWLEY","146.4","time 2","moderator","make it short."
"1411","ROMNEY","147.1","time 2","candidate","Just going to make a point."
"1412","ROMNEY","147.2","time 2","candidate","Any investments I have over the last eight years have been managed by a blind trust."
"1413","ROMNEY","147.3","time 2","candidate","And I understand they do include investments outside the United States, including in in Chinese companies."
"1414","ROMNEY","147.4","time 2","candidate","Mister President, have you looked at your pension?"
"1415","ROMNEY","147.5","time 2","candidate","Have you looked at your pension?"
"1416","OBAMA","148.1","time 2","candidate","I've got to say|"
"1417","ROMNEY","149.1","time 2","candidate","Mister President, have you looked at your pension?"
"1418","OBAMA","150.1","time 2","candidate","You know, I I don't look at my pension."
"1419","OBAMA","150.2","time 2","candidate","It's not as big as yours so it doesn't take as long."
"1420","ROMNEY","151.1","time 2","candidate","Well, let me give you some advice."
"1421","OBAMA","152.1","time 2","candidate","I don't check it that often."
"1422","ROMNEY","153.1","time 2","candidate","Let me give you some advice."
"1423","ROMNEY","153.2","time 2","candidate","Look at your pension."
"1424","ROMNEY","153.3","time 2","candidate","You also have investments in Chinese companies."
"1425","ROMNEY","153.4","time 2","candidate","You also have investments outside the United States."
"1426","ROMNEY","153.5","time 2","candidate","You also have investments through a Cayman's trust."
"1427","CROWLEY","154.1","time 2","moderator","We're way off topic here, Governor Romney."
"1428","OBAMA","155.1","time 2","candidate","I thought we were talking about immigration."
"1429","OBAMA","155.2","time 2","candidate","I do want to make sure that|"
"1430","CROWLEY","156.1","time 2","moderator","If I could have you sit down, Governor Romney."
"1431","CROWLEY","156.2","time 2","moderator","Thank you."
"1432","OBAMA","157.1","time 2","candidate","I do want to make sure that I do want to make sure that we just understand something."
"1433","OBAMA","157.2","time 2","candidate","Governor Romney says he wasn't referring to Arizona as a model for the nation."
"1434","OBAMA","157.3","time 2","candidate","His top adviser on immigration is the guy who designed the Arizona law, the entirety of it; not E Verify, the whole thing."
"1435","OBAMA","157.4","time 2","candidate","That's his policy."
"1436","OBAMA","157.5","time 2","candidate","And it's a bad policy."
"1437","OBAMA","157.6","time 2","candidate","And it won't help us grow."
"1438","OBAMA","157.7","time 2","candidate","Look, when we think about immigration, we have to understand there are folks all around the world who still see America as the land of promise."
"1439","OBAMA","157.8","time 2","candidate","And they provide us energy and they provide us innovation and they start companies like Intel and Google."
"1440","OBAMA","157.9","time 2","candidate","And we want to encourage that."
"1441","OBAMA","157.10","time 2","candidate","Now, we've got to make sure that we do it in a smart way and a comprehensive way, and we make the legal system better."
"1442","OBAMA","157.11","time 2","candidate","But when we make this into a divisive political issue, and when we don't have bipartisan support I can deliver, Governor, a whole bunch of Democrats to get comprehensive immigration reform done, and we can't|"
"1443","ROMNEY","158.1","time 2","candidate","I'll get it done."
"1444","ROMNEY","158.2","time 2","candidate","I'll get it done."
"1445","ROMNEY","158.3","time 2","candidate","First year|"
"1446","OBAMA","159.1","time 2","candidate","we can't we have not seen Republicans serious about this issue at all."
"1447","OBAMA","159.2","time 2","candidate","And it's time for them to get serious on it."
"1448","CROWLEY","160.1","time 2","moderator","Mister President, let me move you on here please."
"1449","CROWLEY","160.2","time 2","moderator","Mister President,."
"1450","OBAMA","161.1","time 2","candidate","This used to be a bipartisan issue."
"1451","CROWLEY","162.1","time 2","moderator","Don't go away, though right."
"1452","CROWLEY","162.2","time 2","moderator","Don't go away because I I want you to talk to Kerry Ladka who wants to switch the topic for us."
"1453","OBAMA","163.1","time 2","candidate","OK."
"1454","OBAMA","163.2","time 2","candidate","Hi, Kerry."
"1455","QUESTION","164.1","time 2","other","Good evening, Mister President."
"1456","OBAMA","165.1","time 2","candidate","I'm sorry."
"1457","OBAMA","165.2","time 2","candidate","What's your name?"
"1458","QUESTION","166.1","time 2","other","It's Kerry, Kerry Ladka."
"1459","OBAMA","167.1","time 2","candidate","Great to see you."
"1460","QUESTION","168.1","time 2","other","This question actually comes from a brain trust of my friends at Global Telecom Supply in Minneola yesterday."
"1461","OBAMA","169.1","time 2","candidate","Ah."
"1462","QUESTION","170.1","time 2","other","We were sitting around, talking about Libya, and we were reading and became aware of reports that the State Department refused extra security for our embassy in Benghazi, Libya, prior to the attacks that killed four Americans."
"1463","QUESTION","170.2","time 2","other","Who was it that denied enhanced security and why?"
"1464","OBAMA","171.1","time 2","candidate","Well, let me first of all talk about our diplomats, because they serve all around the world and do an incredible job in a very dangerous situation."
"1465","OBAMA","171.2","time 2","candidate","And these aren't just representatives of the United States, they are my representatives."
"1466","OBAMA","171.3","time 2","candidate","I send them there, oftentimes into harm's way."
"1467","OBAMA","171.4","time 2","candidate","I know these folks and I know their families."
"1468","OBAMA","171.5","time 2","candidate","So nobody is more concerned about their safety and security than I am."
"1469","OBAMA","171.6","time 2","candidate","So as soon as we found out that the Benghazi consulate was being overrun, I was on the phone with my national security team and I gave them three instructions."
"1470","OBAMA","171.7","time 2","candidate","Number one, beef up our security and procedures, not just in Libya, but at every embassy and consulate in the region."
"1471","OBAMA","171.8","time 2","candidate","Number two, investigate exactly what happened, regardless of where the facts lead us, to make sure folks are held accountable and it doesn't happen again."
"1472","OBAMA","171.9","time 2","candidate","And number three, we are going to find out who did this and we're going to hunt them down, because one of the things that I've said throughout my presidency is when folks mess with Americans, we go after them."
"1473","OBAMA","171.10","time 2","candidate","Now Governor Romney had a very different response."
"1474","OBAMA","171.11","time 2","candidate","While we were still dealing with our diplomats being threatened, Governor Romney put out a press release, trying to make political points, and that's not how a commander in chief operates."
"1475","OBAMA","171.12","time 2","candidate","You don't turn national security into a political issue."
"1476","OBAMA","171.13","time 2","candidate","Certainly not right when it's happening."
"1477","OBAMA","171.14","time 2","candidate","And people not everybody agrees with some of the decisions I've made."
"1478","OBAMA","171.15","time 2","candidate","But when it comes to our national security, I mean what I say."
"1479","OBAMA","171.16","time 2","candidate","I said I'd end the war in Libya in in Iraq, and I did."
"1480","OBAMA","171.17","time 2","candidate","I said that we'd go after al Qaeda and bin Laden, we have."
"1481","OBAMA","171.18","time 2","candidate","I said we'd transition out of Afghanistan, and start making sure that Afghans are responsible for their own security, that's what I'm doing."
"1482","OBAMA","171.19","time 2","candidate","And when it comes to this issue, when I say that we are going to find out exactly what happened, everybody will be held accountable."
"1483","OBAMA","171.20","time 2","candidate","And I am ultimately responsible for what's taking place there because these are my folks, and I'm the one who has to greet those coffins when they come home."
"1484","OBAMA","171.21","time 2","candidate","You know that I mean what I say."
"1485","CROWLEY","172.1","time 2","moderator","Mister President, I'm going to move us along."
"1486","CROWLEY","172.2","time 2","moderator","Governor?"
"1487","ROMNEY","173.1","time 2","candidate","Thank you Kerry for your question, it's an important one."
"1488","ROMNEY","173.2","time 2","candidate","And and I I think the president just said correctly that the buck does stop at his desk and and he takes responsibility for for that for the failure in providing those security resources, and and those terrible things may well happen from time to time."
"1489","ROMNEY","173.3","time 2","candidate","I I'm I feel very deeply sympathetic for the families of those who lost loved ones."
"1490","ROMNEY","173.4","time 2","candidate","And today there's a memorial service for one of those that was lost in this tragedy."
"1491","ROMNEY","173.5","time 2","candidate","We we think of their families and care for them deeply."
"1492","ROMNEY","173.6","time 2","candidate","There were other issues associated with this with this tragedy."
"1493","ROMNEY","173.7","time 2","candidate","There were many days that passed before we knew whether this was a spontaneous demonstration, or actually whether it was a terrorist attack."
"1494","ROMNEY","173.8","time 2","candidate","And there was no demonstration involved."
"1495","ROMNEY","173.9","time 2","candidate","It was a terrorist attack and it took a long time for that to be told to the American people."
"1496","ROMNEY","173.10","time 2","candidate","Whether there was some misleading, or instead whether we just didn't know what happened, you have to ask yourself why didn't we know five days later when the ambassador to the United Nations went on TV to say that this was a demonstration."
"1497","ROMNEY","173.11","time 2","candidate","How could we have not known?"
"1498","ROMNEY","173.12","time 2","candidate","But I find more troubling than this, that on on the day following the assassination of the United States ambassador, the first time that's happened since one thousand nine hundred seventy nine, when when we have four Americans killed there, when apparently we didn't know what happened, that the president, the day after that happened, flies to Las Vegas for a political fund raiser, then the next day to Colorado for another event, other political event."
"1499","ROMNEY","173.13","time 2","candidate","I think these these actions taken by a president and a leader have symbolic significance and perhaps even material significance in that you'd hope that during that time we could call in the people who were actually eyewitnesses."
"1500","ROMNEY","173.14","time 2","candidate","We've read their accounts now about what happened."
"1501","ROMNEY","173.15","time 2","candidate","It was very clear this was not a demonstration."
"1502","ROMNEY","173.16","time 2","candidate","This was an attack by terrorists."
"1503","ROMNEY","173.17","time 2","candidate","And this calls into question the president's whole policy in the Middle East."
"1504","ROMNEY","173.18","time 2","candidate","Look what's happening in Syria, in Egypt, now in Libya."
"1505","ROMNEY","173.19","time 2","candidate","Consider the distance between ourselves and and Israel, the president said that that he was going to put daylight between us and Israel."
"1506","ROMNEY","173.20","time 2","candidate","We have Iran four years closer to a nuclear bomb."
"1507","ROMNEY","173.21","time 2","candidate","Syria Syria's not just a tragedy of thirty thousand civilians being killed by a military, but also a strategic strategically significant player for America."
"1508","ROMNEY","173.22","time 2","candidate","The president's policies throughout the Middle East began with an apology tour and and and pursue a strategy of leading from behind, and this strategy is unraveling before our very eyes."
"1509","CROWLEY","174.1","time 2","moderator","Because we're we're closing in, I want to still get a lot of people in."
"1510","CROWLEY","174.2","time 2","moderator","I want to ask you something, Mister President, and then have the governor just quickly."
"1511","CROWLEY","174.3","time 2","moderator","Your secretary of state, as I'm sure you know, has said that she takes full responsibility for the attack on the diplomatic mission in Benghazi."
"1512","CROWLEY","174.4","time 2","moderator","Does the buck stop with your secretary of state as far as what went on here?"
"1513","OBAMA","175.1","time 2","candidate","Secretary Clinton has done an extraordinary job."
"1514","OBAMA","175.2","time 2","candidate","But she works for me."
"1515","OBAMA","175.3","time 2","candidate","I'm the president and I'm always responsible, and that's why nobody's more interested in finding out exactly what happened than I do."
"1516","OBAMA","175.4","time 2","candidate","The day after the attack, governor, I stood in the Rose Garden and I told the American people in the world that we are going to find out exactly what happened."
"1517","OBAMA","175.5","time 2","candidate","That this was an act of terror and I also said that we're going to hunt down those who committed this crime."
"1518","OBAMA","175.6","time 2","candidate","And then a few days later, I was there greeting the caskets coming into Andrews Air Force Base and grieving with the families."
"1519","OBAMA","175.7","time 2","candidate","And the suggestion that anybody in my team, whether the Secretary of State, our U."
"1520","OBAMA","175.8","time 2","candidate","N."
"1521","OBAMA","175.9","time 2","candidate","Ambassador, anybody on my team would play politics or mislead when we've lost four of our own, governor, is offensive."
"1522","OBAMA","175.10","time 2","candidate","That's not what we do."
"1523","OBAMA","175.11","time 2","candidate","That's not what I do as president, that's not what I do as Commander in Chief."
"1524","CROWLEY","176.1","time 2","moderator","Governor, if you want to|"
"1525","ROMNEY","177.1","time 2","candidate","Yes, I I|"
"1526","CROWLEY","178.1","time 2","moderator","quickly to this please."
"1527","ROMNEY","179.1","time 2","candidate","I I think interesting the president just said something which which is that on the day after the attack he went into the Rose Garden and said that this was an act of terror."
"1528","OBAMA","180.1","time 2","candidate","That's what I said."
"1529","ROMNEY","181.1","time 2","candidate","You said in the Rose Garden the day after the attack, it was an act of terror."
"1530","ROMNEY","181.2","time 2","candidate","It was not a spontaneous demonstration, is that what you're saying?"
"1531","OBAMA","182.1","time 2","candidate","Please proceed governor."
"1532","ROMNEY","183.1","time 2","candidate","I want to make sure we get that for the record because it took the president fourteen days before he called the attack in Benghazi an act of terror."
"1533","OBAMA","184.1","time 2","candidate","Get the transcript."
"1534","CROWLEY","185.1","time 2","moderator","It it it he did in fact, sir."
"1535","CROWLEY","185.2","time 2","moderator","So let me let me call it an act of terror|"
"1536","OBAMA","186.1","time 2","candidate","Can you say that a little louder, Candy?"
"1537","CROWLEY","187.1","time 2","moderator","He he did call it an act of terror."
"1538","CROWLEY","187.2","time 2","moderator","It did as well take it did as well take two weeks or so for the whole idea there being a riot out there about this tape to come out."
"1539","CROWLEY","187.3","time 2","moderator","You are correct about that."
"1540","ROMNEY","188.1","time 2","candidate","This the administration the administration indicated this was a reaction to a video and was a spontaneous reaction."
"1541","CROWLEY","189.1","time 2","moderator","It did."
"1542","ROMNEY","190.1","time 2","candidate","It took them a long time to say this was a terrorist act by a terrorist group."
"1543","ROMNEY","190.2","time 2","candidate","And to suggest am I incorrect in that regard, on Sunday, the your secretary|"
"1544","OBAMA","191.1","time 2","candidate","Candy?"
"1545","ROMNEY","192.1","time 2","candidate","Excuse me."
"1546","ROMNEY","192.2","time 2","candidate","The ambassador of the United Nations went on the Sunday television shows and spoke about how|"
"1547","OBAMA","193.1","time 2","candidate","Candy, I'm|"
"1548","ROMNEY","194.1","time 2","candidate","this was a spontaneous|"
"1549","CROWLEY","195.1","time 2","moderator","Mister President, let me|"
"1550","OBAMA","196.1","time 2","candidate","I'm happy to have a longer conversation|"
"1551","CROWLEY","197.1","time 2","moderator","I know you|"
"1552","OBAMA","198.1","time 2","candidate","about foreign policy."
"1553","CROWLEY","199.1","time 2","moderator","Absolutely."
"1554","CROWLEY","199.2","time 2","moderator","But I want to I want to move you on and also|"
"1555","OBAMA","200.1","time 2","candidate","OK."
"1556","OBAMA","200.2","time 2","candidate","I'm happy to do that, too."
"1557","CROWLEY","201.1","time 2","moderator","the transcripts and|"
"1558","OBAMA","202.1","time 2","candidate","I just want to make sure that|"
"1559","CROWLEY","203.1","time 2","moderator","figure out what we|"
"1560","OBAMA","204.1","time 2","candidate","all of these wonderful folks are going to have a chance to get some of their questions answered."
"1561","CROWLEY","205.1","time 2","moderator","Because what I what I want to do, Mister President, stand there a second, because I want to introduce you to Nina Gonzalez, who brought up a question that we hear a lot, both over the Internet and from this crowd."
"1562","QUESTION","206.1","time 2","other","President Obama, during the Democratic National Convention in two thousand eight, you stated you wanted to keep AK forty sevens out of the hands of criminals."
"1563","QUESTION","206.2","time 2","other","What has your administration done or planned to do to limit the availability of assault weapons?"
"1564","OBAMA","207.1","time 2","candidate","We're a nation that believes in the Second Amendment, and I believe in the Second Amendment."
"1565","OBAMA","207.2","time 2","candidate","We've got a long tradition of hunting and sportsmen and people who want to make sure they can protect themselves."
"1566","OBAMA","207.3","time 2","candidate","But there have been too many instances during the course of my presidency, where I've had to comfort families who have lost somebody."
"1567","OBAMA","207.4","time 2","candidate","Most recently out in Aurora."
"1568","OBAMA","207.5","time 2","candidate","You know, just a couple of weeks ago, actually, probably about a month, I saw a mother, who I had met at the bedside of her son, who had been shot in that theater."
"1569","OBAMA","207.6","time 2","candidate","And her son had been shot through the head."
"1570","OBAMA","207.7","time 2","candidate","And we spent some time, and we said a prayer and, remarkably, about two months later, this young man and his mom showed up, and he looked unbelievable, good as new."
"1571","OBAMA","207.8","time 2","candidate","But there were a lot of families who didn't have that good fortune and whose sons or daughters or husbands didn't survive."
"1572","OBAMA","207.9","time 2","candidate","So my belief is that,, we have to enforce the laws we've already got, make sure that we're keeping guns out of the hands of criminals, those who are mentally ill."
"1573","OBAMA","207.10","time 2","candidate","We've done a much better job in terms of background checks, but we've got more to do when it comes to enforcement."
"1574","OBAMA","207.11","time 2","candidate","But I also share your belief that weapons that were designed for soldiers in war theaters don't belong on our streets."
"1575","OBAMA","207.12","time 2","candidate","And so what I'm trying to do is to get a broader conversation about how do we reduce the violence generally."
"1576","OBAMA","207.13","time 2","candidate","Part of it is seeing if we can get an assault weapons ban reintroduced."
"1577","OBAMA","207.14","time 2","candidate","But part of it is also looking at other sources of the violence."
"1578","OBAMA","207.15","time 2","candidate","Because frankly, in my home town of Chicago, there's an awful lot of violence and they're not using AK forty sevens."
"1579","OBAMA","207.16","time 2","candidate","They're using cheap hand guns."
"1580","OBAMA","207.17","time 2","candidate","And so what can we do to intervene, to make sure that young people have opportunity; that our schools are working; that if there's violence on the streets, that working with faith groups and law enforcement, we can catch it before it gets out of control."
"1581","OBAMA","207.18","time 2","candidate","And so what I want is a is a comprehensive strategy."
"1582","OBAMA","207.19","time 2","candidate","Part of it is seeing if we can get automatic weapons that kill folks in amazing numbers out of the hands of criminals and the mentally ill."
"1583","OBAMA","207.20","time 2","candidate","But part of it is also going deeper and seeing if we can get into these communities and making sure we catch violent impulses before they occur."
"1584","CROWLEY","208.1","time 2","moderator","Governor Romney, the question is about assault weapons, AK forty sevens."
"1585","ROMNEY","209.1","time 2","candidate","Yeah, I'm not in favor of new pieces of legislation on on guns and taking guns away or making certain guns illegal."
"1586","OBAMA","210.1","time 2","candidate","because I do believe that if our young people have opportunity, then they're less likely to engage in these kind of violent acts."
"1587","OBAMA","210.2","time 2","candidate","We're not going to eliminate everybody who is mentally disturbed, and we've got to make sure they don't get weapons."
"1588","OBAMA","210.3","time 2","candidate","But we can make a difference in terms ensuring that every young person in America, regardless of where they come from, what they look like, have a chance to succeed."
"1589","OBAMA","210.4","time 2","candidate","And, Candy, we haven't had a chance to talk about education much, but I think it is very important to understand that the reforms we've put in place, working with forty six governors around the country, are seeing schools that are some of the ones that are the toughest for kids starting to succeed."
"1590","OBAMA","210.5","time 2","candidate","We're starting to see gains in math and science."
"1591","OBAMA","210.6","time 2","candidate","When it comes to community colleges, we are setting up programs, including with Nassau Community College, to retrain workers, including young people who may have dropped out of school but now are getting another chance, training them for the jobs that exist right now."
"1592","OBAMA","210.7","time 2","candidate","And in fact, employers are looking for skilled workers."
"1593","OBAMA","210.8","time 2","candidate","And so we're matching them up."
"1594","OBAMA","210.9","time 2","candidate","Giving them access to higher education."
"1595","OBAMA","210.10","time 2","candidate","As I said, we have made sure that millions of young people are able to get an education that they weren't able to get before."
"1596","OBAMA","210.11","time 2","candidate","Now|"
"1597","CROWLEY","211.1","time 2","moderator","Mister President, I have to I have to move you along here."
"1598","CROWLEY","211.2","time 2","moderator","You said you wanted to|"
"1599","CROWLEY","211.3","time 2","moderator","We need to do it here."
"1600","OBAMA","212.1","time 2","candidate","But but it'll it'll it'll be|"
"1601","OBAMA","212.2","time 2","candidate","just one second."
"1602","CROWLEY","213.1","time 2","moderator","One|"
"1603","OBAMA","214.1","time 2","candidate","Because because this is important."
"1604","OBAMA","214.2","time 2","candidate","This is part of the choice in this election."
"1605","OBAMA","214.3","time 2","candidate","When Governor Romney was asked whether teachers, hiring more teachers was important to growing our economy, Governor Romney said that doesn't grow our economy."
"1606","OBAMA","214.4","time 2","candidate","When when he was asked would class size|"
"1607","CROWLEY","215.1","time 2","moderator","The question, Mister President, was guns here, so I need to move us along."
"1608","OBAMA","216.1","time 2","candidate","I understand."
"1609","CROWLEY","217.1","time 2","moderator","You know, the question was guns."
"1610","CROWLEY","217.2","time 2","moderator","So let me let me bring in another|"
"1611","OBAMA","218.1","time 2","candidate","But this will make a difference in terms of whether or not we can move this economy forward for these young people|"
"1612","CROWLEY","219.1","time 2","moderator","I understand."
"1613","OBAMA","220.1","time 2","candidate","and reduce our violence."
"1614","CROWLEY","221.1","time 2","moderator","OK."
"1615","CROWLEY","221.2","time 2","moderator","Thank you so much."
"1616","CROWLEY","221.3","time 2","moderator","I want to ask Carol Goldberg to stand up, because she gets to a question that both these men have been passionate about."
"1617","CROWLEY","221.4","time 2","moderator","It's for Governor Romney."
"1618","QUESTION","222.1","time 2","other","The outsourcing of American jobs overseas has taken a toll on our economy."
"1619","QUESTION","222.2","time 2","other","What plans do you have to put back and keep jobs here in the United States?"
"1620","ROMNEY","223.1","time 2","candidate","Boy, great question and important question, because you're absolutely right."
"1621","ROMNEY","223.2","time 2","candidate","The place where we've seen manufacturing go has been China."
"1622","ROMNEY","223.3","time 2","candidate","China is now the largest manufacturer in the world."
"1623","ROMNEY","223.4","time 2","candidate","It used to be the United States of America."
"1624","ROMNEY","223.5","time 2","candidate","A lot of good people have lost jobs."
"1625","ROMNEY","223.6","time 2","candidate","A half a million manufacturing jobs have been lost in the last four years."
"1626","ROMNEY","223.7","time 2","candidate","That's total over the last four years."
"1627","ROMNEY","223.8","time 2","candidate","One of the reasons for that is that people think it's more attractive in some cases to go offshore than to stay here."
"1628","ROMNEY","223.9","time 2","candidate","We have made it less attractive for enterprises to stay here than to go offshore from time to time."
"1629","ROMNEY","223.10","time 2","candidate","What I will do as president is make sure it's more attractive to come to America again."
"1630","ROMNEY","223.11","time 2","candidate","This is the way we're going to create jobs in this country."
"1631","ROMNEY","223.12","time 2","candidate","It's not by trickle down government, saying we're going to take more money from people and hire more government workers, raise more taxes, put in place more regulations."
"1632","ROMNEY","223.13","time 2","candidate","Trickle down government has never worked here, has never worked anywhere."
"1633","ROMNEY","223.14","time 2","candidate","I want to make America the most attractive place in the world for entrepreneurs, for small business, for big business, to invest and grow in America."
"1634","ROMNEY","223.15","time 2","candidate","Now, we're going to have to make sure that as we trade with other nations that they play by the rules."
"1635","ROMNEY","223.16","time 2","candidate","And China hasn't."
"1636","ROMNEY","223.17","time 2","candidate","One of the reasons or one of the ways they don't play by the rules is artificially holding down the value of their currency."
"1637","ROMNEY","223.18","time 2","candidate","Because if they put their currency down low, that means their prices on their goods are low."
"1638","ROMNEY","223.19","time 2","candidate","And that makes them advantageous in the marketplace."
"1639","ROMNEY","223.20","time 2","candidate","We lose sales."
"1640","ROMNEY","223.21","time 2","candidate","And manufacturers here in the U."
"1641","ROMNEY","223.22","time 2","candidate","S."
"1642","ROMNEY","223.23","time 2","candidate","making the same products can't compete."
"1643","ROMNEY","223.24","time 2","candidate","China has been a currency manipulator for years and years and years."
"1644","ROMNEY","223.25","time 2","candidate","And the president has a regular opportunity to label them as a currency manipulator, but refuses to do so."
"1645","ROMNEY","223.26","time 2","candidate","On day one, I will label China a currency manipulator, which will allow me as president to be able to put in place, if necessary, tariffs where I believe that they are taking unfair advantage of our manufacturers."
"1646","ROMNEY","223.27","time 2","candidate","So we're going to make sure that people we trade with around the world play by the rules."
"1647","ROMNEY","223.28","time 2","candidate","But let me let me not just stop there."
"1648","ROMNEY","223.29","time 2","candidate","Don't forget, what's key to bringing back jobs here is not just finding someone else to punish, and I'm going to be strict with people who we trade with to make sure they they follow the law and play by the rules, but it's also to make America the most attractive place in the world for businesses of all kinds."
"1649","ROMNEY","223.30","time 2","candidate","That's why I want to down the tax rates on small employers, big employers, so they want to be here."
"1650","ROMNEY","223.31","time 2","candidate","Canada's tax rate on companies is now fifteen percent."
"1651","ROMNEY","223.32","time 2","candidate","Ours is thirty five percent."
"1652","ROMNEY","223.33","time 2","candidate","So if you're starting a business, where would you rather start it?"
"1653","ROMNEY","223.34","time 2","candidate","We have to be competitive if we're going to create more jobs here."
"1654","ROMNEY","223.35","time 2","candidate","Regulations have quadrupled."
"1655","ROMNEY","223.36","time 2","candidate","The rate of regulations quadrupled under this president."
"1656","ROMNEY","223.37","time 2","candidate","I talk to small businesses across the country."
"1657","ROMNEY","223.38","time 2","candidate","They say, We feel like we're under attack from our own government."
"1658","ROMNEY","223.39","time 2","candidate","I want to make sure that regulators see their job as encouraging small business, not crushing it."
"1659","ROMNEY","223.40","time 2","candidate","And there's no question but that Obamacare has been an extraordinary deterrent to enterprises of all kinds hiring people."
"1660","ROMNEY","223.41","time 2","candidate","My priority is making sure that we get more people hired."
"1661","ROMNEY","223.42","time 2","candidate","If we have more people hired, if we get back manufacturing jobs, if we get back all kinds of jobs into this country, then you're going to see rising incomes again."
"1662","ROMNEY","223.43","time 2","candidate","The reason incomes are down is because unemployment is so high."
"1663","ROMNEY","223.44","time 2","candidate","I know what it takes to get this to happen, and my plan will do that, and one part of it is to make sure that we keep China playing by the rules."
"1664","CROWLEY","224.1","time 2","moderator","Mister President, two minutes here, because we are then going to go to our last question."
"1665","OBAMA","225.1","time 2","candidate","OK."
"1666","OBAMA","225.2","time 2","candidate","We need to create jobs here."
"1667","OBAMA","225.3","time 2","candidate","And both Governor Romney and I agree actually that we should lower our corporate tax rate."
"1668","OBAMA","225.4","time 2","candidate","It's too high."
"1669","OBAMA","225.5","time 2","candidate","But there's a difference in terms of how we would do it."
"1670","OBAMA","225.6","time 2","candidate","I want to close loopholes that allow companies to deduct expenses when they move to China; that allow them to profit offshore and not have to get taxed, so they have tax advantages offshore."
"1671","OBAMA","225.7","time 2","candidate","All those changes in our tax code would make a difference."
"1672","OBAMA","225.8","time 2","candidate","Now, Governor Romney actually wants to expand those tax breaks."
"1673","OBAMA","225.9","time 2","candidate","One of his big ideas when it comes to corporate tax reform would be to say, if you invest overseas, you make profits overseas, you don't have to pay U."
"1674","OBAMA","225.10","time 2","candidate","S."
"1675","OBAMA","225.11","time 2","candidate","taxes."
"1676","OBAMA","225.12","time 2","candidate","But, of course, if you're a small business or a mom and pop business or a big business starting up here, you've got to pay even the reduced rate that Governor Romney's talking about."
"1677","OBAMA","225.13","time 2","candidate","And it's estimated that that will create eight hundred thousand new jobs."
"1678","OBAMA","225.14","time 2","candidate","The problem is they'll be in china."
"1679","OBAMA","225.15","time 2","candidate","Or India."
"1680","OBAMA","225.16","time 2","candidate","Or Germany."
"1681","OBAMA","225.17","time 2","candidate","That's not the way we're going to create jobs here."
"1682","OBAMA","225.18","time 2","candidate","The way we're going to create jobs here is not just to change our tax code, but also to double our exports."
"1683","OBAMA","225.19","time 2","candidate","And we are on pace to double our exports, one of the commitments I made when I was president."
"1684","OBAMA","225.20","time 2","candidate","That's creating tens of thousands of jobs all across the country."
"1685","OBAMA","225.21","time 2","candidate","That's why we've kept on pushing trade deals, but trade deals that make sure that American workers and American businesses are getting a good deal."
"1686","OBAMA","225.22","time 2","candidate","Now, Governor Romney talked about China, as I already indicated."
"1687","OBAMA","225.23","time 2","candidate","In the private sector, Governor Romney's company invested in what were called pioneers of outsourcing."
"1688","OBAMA","225.24","time 2","candidate","That's not my phrase."
"1689","OBAMA","225.25","time 2","candidate","That's what reporters called it."
