topic_str,post
24,"But the military let's get back to the military, though."
4,I'm pleased that I've balanced budgets.
25,I was on the world of business for twenty five years.
4,"If you didn't balance your budget, you went out of business."
26,"I went into the Olympics that was out of balance, and we got it on balance, and made a success there."
14,I had the chance to be governor of a state.
4,"Four years in a row, Democrats and Republicans came together to balance the budget."
4,We cut taxes nineteen times and balanced our budget.
4,The president hasn't balanced a budget yet.
18,I expect to have the opportunity to do so myself.
4,I'm going to be able to balance the budget.
4,"Let's talk about military spending, and that's this."
5,"Our Navy is old excuse me, our Navy is smaller now than at any time since one thousand nine hundred seventeen."
5,The Navy said they needed three hundred thirteen ships to carry out their mission.
6,We're now at under two hundred eighty five.
4,We're headed down to the low two hundreds if we go through a sequestration.
0,That's unacceptable to me.
8,I want to make sure that we have the ships that are required by our Navy.
5,Our Air Force is older and smaller than at any time since it was founded in one thousand nine hundred forty seven.
8,We've changed for the first time since FDR since FDR we had the we've always had the strategy of saying we could fight in two conflicts at once.
8,Now we're changing to one conflict.
9,"Look, this, in my view, is the highest responsibility of the President of the United States, which is to maintain the safety of the American people."
4,"And I will not cut our military budget by a trillion dollars, which is a combination of the budget cuts the president has, as well as the sequestration cuts."
31,"That, in my view, is making is making our future less certain and less secure."
15,"Well, first of all, I want to underscore the same point the president made which is that if I'm President of the United States, when I'm President of the United States, we will stand with Israel."
15,"And if Israel is attacked, we have their back, not just diplomatically, not just culturally, but militarily."
0,That's number one.
15,"Number two, with regards to Iran and the threat of Iran, there's no question but that a nuclear Iran, a nuclear capable Iran is unacceptable to America."
15,"It presents a threat not only to our friends but ultimately a threat to us to have Iran have nuclear material, nuclear weapons that could be used against us or used to be threatening to us."
15,"It is also essential for us to understand what our mission is in Iran, and that is to dissuade Iran from having a nuclear weapon through peaceful and diplomatic means."
15,"And crippling sanctions are something I called for five years ago, when I was in Israel, speaking at the Herzliya Conference."
15,"I laid out seven steps, crippling sanctions were number one."
0,And they do work.
2,You're seeing it right now in the economy.
15,"It's absolutely the right thing to do, to have crippling sanctions."
9,I would have put them in place earlier.
26,But it's good that we have them.
15,"Number two, something I would add today is I would tighten those sanctions."
15,"I would say that ships that carry Iranian oil, can't come into our ports."
0,I imagine the E.
0,U.
18,would agree with us as well.
12,"Not only ships couldn't, but I'd say companies that are moving their oil can't, people who are trading in their oil can't."
15,I would tighten those sanctions further.
15,"Secondly, I'd take on diplomatic isolation efforts."
15,I'd make sure that Ahmadinejad is indicted under the Genocide Convention.
14,His words amount to genocide incitation.
9,I would indict him for it.
15,I would also make sure that their diplomats are treated like the pariah they are around the world.
15,The same way we treated the apartheid diplomats of South Africa.
15,"We need to increase pressure time, and time again on Iran because anything other than a a a solution to this, which says which stops this this nuclear folly of theirs, is unacceptable to America."
8,"And of course, a military action is the last resort."
9,It is something one would only only consider if all of the other avenues had been had been tried to their full extent.
15,"I think from the very beginning, one of the challenges we've had with Iran is that they have looked at this administration, and felt that the administration was not as strong as it needed to be."
8,I think they saw weakness where they had expected to find American strength.
14,"And I say that because from the very beginning, the president in his campaign four years ago, said he would meet with all the world's worst actors in his first year, he'd sit down with Chavez and Kim Jong il, with Castro and President Ahmadinejad of Iran."
22,"And I think they looked and thought, well, that's an unusual honor to receive from the President of the United States."
29,"And then the president began what I have called an apology tour, of going to various nations in the Middle East and criticizing America."
8,I think they looked at that and saw weakness.
15,"Then when there were dissidents in the streets of Tehran, a Green Revolution, holding signs saying, is America with us, the president was silent."
0,I think they noticed that as well.
15,"And I think that when the president said he was going to create daylight between ourselves and Israel, that they noticed that as well."
15,"All of these things suggested, I think, to the Iranian mullahs that, hey, you know, we can keep on pushing along here, we can keep talks going on, we're just going to keep on spinning centrifuges."
15,"Now there are some ten thousand centrifuges spinning uranium, preparing to create a nuclear threat to the United States and to the world."
9,"That's unacceptable for us, and it's essential for a president to show strength from the very beginning, to make it very clear what is acceptable and not acceptable."
15,And an Iranian nuclear program is not acceptable to us.
15,They must not develop nuclear capability.
15,"And the way to make sure they understand that is by having, from the very beginning, the tightest sanctions possible."
0,They need to be tightened.
15,Our diplomatic isolation needs to be tougher.
15,We need to indict Ahmadinejad.
8,"We need to put the pressure on them as hard as we possibly can, because if we do that, we won't have to take the military action."
15,We're four years closer to a nuclear Iran.
15,We're four years closer to a nuclear Iran.
15,And and we should not have wasted these four years to the extent they they continue to be able to spin these centrifuges and get that much closer.
0,That's number one.
29,"Number two, Mister President, the reason I call it an apology tour is because you went to the Middle East and you flew to Egypt and to Saudi Arabia and to Turkey and Iraq."
15,"And by the way, you skipped Israel, our closest friend in the region, but you went to the other nations."
15,"And by the way, they noticed that you skipped Israel."
15,"And then in those nations, and on Arabic TV, you said that America had been dismissive and derisive."
9,You said that on occasion America had dictated to other nations.
9,"Mister President, America has not dictated to other nations."
8,We have freed other nations from dictators.
9,"Bob, let's not go into hypotheticals of that nature."
15,"Our relationship with Israel, my relationship with the prime minister of Israel is such that we would not get a call saying our bombers are on the way, or their fighters are on the way."
9,This is the kind of thing that would have been discussed and thoroughly evaluated well before that kind of |
18,But let me let me come back we can come back.
14,"Let's come back to what the president was speaking about, which is what's happening in the world and the president's statement that things are going so well."
15,"Look, I look at what's happening around the world, and i see Iran four years closer to a bomb."
15,"I see the Middle East with a rising tide of violence, chaos, tumult."
8,"I see jihadists continuing to spread, whether they're rising or just about the same level, hard to precisely measure, but it's clear they're there."
0,They're very strong.
8,"I see Syria with thirty thousand civilians dead, Assad still in power."
4,"I see our trade deficit with China, larger than it's growing larger every year, as a matter of fact."
15,"I look around the world and I don't feel that you see North Korea, continuing to export their nuclear technology, Russia said they're not going to follow Nunn Lugar any more."
15,They're back away from a nuclear proliferation treaty that we had with them.
27,"I look around the world, I don't see our influence growing around the world."
15,"I see our influence receding, in part because of the failure of the president to deal with our economic challenges at home; in part because of our withdrawal from our commitment to our military in the way I think it ought to be; in part because of the the the turmoil with Israel."
15,"I mean, the president received a letter from thirty eight Democrat senators saying the tensions with Israel were a real problem."
16,"They asked him, please repair the tension Democrat senators please repair the tension|"
23,the damage in his in his own party.
0,Bob|
9,You can't but you can't have the president just lay out a whole series of items without giving me a chance to respond.
0,"Well, that's probably true."
8,"Well, we're going to be finished by two thousand fourteen, and when I'm president, we'll make sure we bring our troops out by the end of two thousand fourteen."
24,The commanders and the generals there are on track to do so.
7,We've seen progress over the past several years.
13,The surge has been successful and the training program is proceeding apace.
8,"There are now a large number of Afghan Security Forces, three hundred fifty thousand that are ready to step in to provide security and we're going to be able to make that transition by the end of two thousand fourteen."
8,So our troops will come home at that point.
8,"I can tell you at the same time, that we will make sure that we look at what's happening in Pakistan, and recognize that what's happening in Pakistan is going to have a major impact on the success in Afghanistan."
8,And I say that because I know a lot of people that feel like we should just brush our hands and walk away.
15,"And I don't mean you, Mister President, but some people in the in our nation feel that Pakistan is being nice to us, and that we should walk away fro mthem."
15,"But Pakistan is important to the region, to the world and to us, because Pakistan has one hundred nuclear warheads and they're rushing to build a lot more."
15,They'll have more than Great Britain sometime in the in the relatively near future.
15,They also have the Haqqani Network and the Taliban existent within their country.
15,"And so a Pakistan that falls apart, becomes a failed state, would be of extraordinary danger to Afghanistan and to us."
15,And so we're going to have to remain helpful in encouraging Pakistan to move towards a more stable government and rebuild the relationship with us.
15,And that means that our aid that we provide to Pakistan is going to have to be conditioned upon certain benchmarks being met.
8,"So for me, I look at this as both a need to help move Pakistan in the right direction, and also to get Afghanistan to be ready, and they will be ready by the end of two thousand fourteen."
15,"No, it's not time to divorce a nation on Earth that has one hundred nuclear weapons and is on the way to double that at some point, a nation that has serious threats from terrorist groups within its nation, as I indicated before, the Taliban, Haqqani Network."
8,It's a nation that's not like like others and it does not have a civilian leadership that is calling the shots there.
15,"You have the ISI, their intelligence organization, is probably the most powerful of the of three branches there."
9,Then you have the military and then you have the civilian government.
15,"This is a nation, which, if it falls apart, if it if it becomes a failed state, there are nuclear weapons there and you've got you've got terrorists there who could grab their their hands onto those nuclear weapons."
30,This is this is an important part of the world for us.
15,"Pakistan is is technically an ally, and they're not acting very much like an ally right now."
2,But we have some work to do.
29,And I I don't blame the administration for the fact that the relationship with Pakistan is strained.
15,We we had to go into Pakistan.
29,We had to go in there to get Osama bin Laden.
0,That was the right thing to do.
29,"And and that upset them, but obviously there was a great deal of anger even before that."
8,But we're going to have to work with the with the people in Pakistan to try and help them move to a more responsible course than the one that they're on.
28,And it's important for them.
15,It's important for the nuclear weapons.
8,It's important for the success of Afghanistan.
15,"Because inside Pakistan, you have a a large group of Pashtun that are that are Taliban."
8,They're going to come rushing back in to Afghanistan when we go.
8,And that's one of the reasons the Afghan Security Forces have so much work to do to be able to fight against that.
15,But it's important for us to recognize that we can't just walk away from Pakistan.
10,"But we do need to make sure that as we as we send support for them, that this is tied to them making progress on on matters that would lead them to becoming a civil society."
8,Well I believe we should use any and all means necessary to take out people who pose a threat to us and our friends around the world.
31,"And it's widely reported that drones are being used in drone strikes, and I support that and entirely, and feel the president was right to up the usage of that technology, and believe that we should continue to use it, to continue to go after the people that represent a threat to this nation and to our friends."
8,"But let me also note that as I said earlier, we're going to have to do more than just going after leaders and and killing bad guys, important as that is."
8,We're also going to have to have a farm more effective and comprehensive strategy to help move the world away from terror and Islamic extremism.
9,We haven't done that yet.
6,"We talk a lot about these things, but you look at the the record, you look at the record."
15,You look at the record of the last four years and say is Iran closer to a bomb?
0,Yes.
15,Is the Middle East in tumult?
0,Yes.
8,"Is is al Qaida on he run, on its heels?"
0,No.
15,Is are Israel and the Palestinians closer to reaching a peace agreement?
14,"No, they haven't had talks in two years."
8,"We have not seen the progress we need to have, and I'm convinced that with strong leadership and an effort to build a strategy based upon helping these nations reject extremism, we can see the kind of peace and prosperity the world demands."
25,"Well, first of all, it's not government that makes business successful."
25,It's not government investments that makes businesses grow and hire people.
15,"Let me also note that the greatest threat that the world faces, the greatest national security threat is a nuclear Iran."
15,Let's talk about China.
15,"China has an interest that's very much like ours in one respect, and that is they want a stable world."
8,They don't want war.
2,They don't want to see protectionism.
2,"They don't want to see the world break out into into various forms of chaos, because they have to they have to manufacture goods and put people to work and they have about twenty thousand twenty million, rather, people coming out of the farms every year coming into the cities, needing jobs."
2,So they want the economy to work and the world to be free and open.
15,And so we can be a partner with China.
8,"We don't have to be an adversary in any way, shape or form."
8,"We can work with them, we can collaborate with them, if they're willing to be responsible."
15,"Now, they look at us and say, Is it a good idea to be with America?"
8,How strong are we going to be?
2,How strong is our economy?
4,"They look at the fact that we owe 'em a trillion dollars and owe other people dollar sixteen trillion in total, including that."
8,They look at our our decision to to cut back on our military capabilities.
0,A trillion dollars.
4,The secretary of defense called these trillion dollars of cuts to our military devastating.
4,"It's not my term, it's the president's own secretary of defense called these trillion dollars of cuts to our military devastating."
14,"It's not my term, it's the president's own Secretary of Defense, called them devastating."
15,"They look at America's commitments around the world and they see what's happening, and they say, well, OK."
30,Is America going to be strong?
9,"And the answer is, yes, if I'm president, America will be very strong."
15,We'll also make sure that we have trade relations with China that work for us.
2,"I've watched year in and year out as companies have shut down and people have lost their jobs because China has not played by the same rules, in part by holding down artificially the value of their currency."
20,It holds down the prices of their goods.
2,It means our goods aren't as competitive and we lose jobs.
0,That's got to end.
2,They're making some progress; they need to make more.
2,"That's why on day one, i will label them a currency manipulator, which allows us to apply tariffs where they're taking jobs."
31,"They're stealing our intellectual property, our patents, our designs, our technology, hacking into our computers, counterfeiting our goods."
8,They have to understand we want to trade with them.
8,We want a world that's stable.
25,"We like free enterprise, but you got to play by the rules."
27,"Well, they sell us about this much stuff every year, and we sell them about this much stuff every year."
8,So it's pretty clear who doesn't want a trade war.
27,"And there's one going on right now, which we don't know about it."
0,It's a silent one.
26,And they're winning.
2,"We have enormous trade imbalance with China, and it's worse this year than last year, and it's worse last year than the year before."
2,And so we have to understand that we can't just surrender and lose jobs year in and year out.
26,"We have to say to our friend in China, look, you guys are playing aggressively."
0,We understand it.
0,But this can't keep on going.
31,"You can't keep on holding down the value of your currency, stealing our intellectual property, counterfeiting our products, selling them around the world, even to the United States."
11,"I was with one company that makes valves and and process industries and they said, look, we were we were having some valves coming in that that were broken and we had to repair them under warranty and we looked them and and they had our serial number on them."
29,And then we noticed that there was more than one with that same serial number.
17,They were counterfeit products being made overseas with the same serial number as a U.
0,S.
25,"company, the same packaging, these were being sold into our market and around the world as if they were made by the U."
0,S.
0,competitor.
0,This can't go on.
15,I want a great relationship with China.
15,"China can be our partner, but but that doesn't mean they can just roll all over us and steal our jobs on an unfair basis."
2,"I just want to take one of those points, again, attacking me as not talking about an agenda for for getting more trade and opening up more jobs in this country."
2,But the president mentioned the auto industry and that somehow I would be in favor of jobs being elsewhere.
29,Nothing could be further from the truth.
0,I'm a son of Detroit.
0,I was born in Detroit.
25,My dad was head of a car company.
0,I like American cars.
9,And I would do nothing to hurt the U.
0,S.
0,auto industry.
25,My plan to get the industry on its feet when it was in real trouble was not to start writing checks.
9,It was President Bush that wrote the first checks.
0,I disagree with that.
25,I said they need these companies need to go through a managed bankruptcy.
4,"And in that process, they can get government help and government guarantees, but they need to go through bankruptcy to get rid of excess cost and the debt burden that they'd they'd built up."
0,And fortunately|
27,You can take a look at the op ed|
25,"I said that we would provide guarantees, and and that was what was able to allow these companies to go through bankruptcy, to come out of bankruptcy."
2,Under no circumstances would I do anything other than to help this industry get on its feet.
25,"And the idea that has been suggested that I would liquidate the industry, of course not."
0,Of course not.
0,That's the height of silliness|
4,I have never said I would liquidate|
25,I would liquidate the industry.
2,and and that's why I have the kind of commitment to ensure that our industries in this country can compete and be successful.
15,"We in this country can can compete successfully with anyone in the world, and we're going to."
12,"We're going to have to have a president, however, that doesn't think that somehow the government investing in in car companies like Tesla and and Fisker, making electric battery cars."
9,"This is not research, Mr President, these are the government investing in companies."
12,Investing in Solyndra.
25,"This is a company, this isn't basic research."
25,I I want to invest in research.
0,Research is great.
13,Providing funding to universities and think tanks is great.
25,But investing in companies?
0,Absolutely not.
0,That's the wrong way to go.
0,I'm still speaking.
2,So I want to make sure that we make we make America more competitive.
25,"And that we do those things that make America the most attractive place in the world for entrepreneurs, innovators, businesses to grow."
25,But you're investing in companies doesn't do that.
17,In fact it makes it less likely for them to come here|
2,because the private sector's not going to invest in a|
0,company|
0,if if you're|
0,get someone else's.
0,You're wrong|
0,you're wrong.
0,"People can look it up, you're right."
0,Good.
9,"I couldn't agree more about going forward, but I certainly don't want to go back to the policies of the last four years."
20,"The policies of the last four years have seen incomes in America decline every year for middle income families, now down dollar four thousand three hundred during your term."
2,Twenty three million Americans still struggling to find a good job.
2,When you came to office thirty two million people on food stamps.
2,"Today, forty seven million people on food stamps."
4,"When you came to office, just over dollar ten trillion in debt, now dollar sixteen trillion in debt."
0,It hasn't worked.
6,You said by now we'd be at five.
2,four percent unemployment.
2,We're nine million jobs short of that.
0,I've met some of those people.
7,"I've met them in Appleton, Wisconsin."
7,"I met a young woman in in Philadelphia who's coming out of out of college, can't find work."
20,I've been Ann was with someone just the other day that was just weeping about not being able to get work.
2,"It's just a tragedy in a nation so prosperous as ours, that the last four years have been so hard."
2,"And that's why it's so critical, that we make America once again the most attractive place in the world to start businesses, to build jobs, to grow the economy."
13,And that's not going to happen by just hiring teachers.
13,"Look, I love to I love teachers, and I'm happy to have states and communities that want to hire teachers do that."
13,"By the way, I don't like to have the federal government start pushing its weight deeper and deeper into our schools."
9,Let the states and localities do that.
0,I was a governor.
13,The federal government didn't hire our teachers.
13,But I love teachers.
25,But I want to get our private sector growing and I know how to do it.
0,Thank you.
7,"Bob, Mister President, folks at Lynn University, good to be with you."
0,I'm optimistic about the future.
26,I'm excited about our prospects as a nation.
28,I want to see peace.
15,I want to see growing peace in this country.
0,It's our objective.
8,We have an opportunity to have real leadership.
15,America's going to have that kind of leadership and continue to promote principles of peace to make a world a safer place and make people in this country more confident that their future is secure.
2,I also want to make sure that we get this economy going.
9,And there are two very different paths the country can take.
4,"One is a path represented by the president, which at the end of four years would mean we'd have dollar twenty trillion in debt heading towards Greece."
4,I'll get us on track to a balanced budget.
9,The president's path will mean continuing declining in take home pay.
20,I want to make sure our take home pay turns around and starts to grow.
9,The president's path will mean continuing declining in take home pay.
20,I want to make sure take home pay turns around and starts to grow.
2,The president's path means twenty million people out of work struggling for a good job.
2,I'll get people back to work with twelve million new jobs.
2,"I'm going to make sure that we get people off of food stamps, not by cutting the program, but by getting them good jobs."
2,"America's going to come back, and for that to happen, we're going to have to have a president who can work across the aisle."
23,I was in a state where my legislature was eighty seven percent Democrat.
7,I learned how to get along on the other side of the aisle.
9,We've got to do that in Washington.
1,Washington is broken.
2,"I know what it takes to get this country back, and will work with good Democrats and good Republicans to do that."
30,This nation is the hope of the earth.
5,We've been blessed by having a nation that's free and prosperous thanks to the contributions of the greatest generation.
5,They've held a torch for the world to see the torch of freedom and hope and opportunity.
12,"Now, it's our turn to take that torch."
0,I'm convinced we'll do it.
8,We need strong leadership.
18,I'd like to be that leader with your support.
0,I'll work with you.
30,"I'll lead you in an open and honest way, and I ask for your vote."
14,I'd like to be the next president of the United States to support and help this great nation and to make sure that we all together remain America as the hope of the earth.
18,Thank you so much.
