topic_str,post,label,seen?,new_id,ori_topic,pred_label
prayers obamacare insurance,I I'm I feel very deeply sympathetic for the families of those who lost loved ones.,2,0,1787,prayers obamacare insurance,2
veterans honored military,And today there's a memorial service for one of those that was lost in this tragedy.,2,0,1788,veterans honored military,1
veterans honored military,We we think of their families and care for them deeply.,2,0,1789,veterans honored military,1
prayers obamacare insurance,There were other issues associated with this with this tragedy.,2,0,1790,prayers obamacare insurance,2
obama obamacare administration,"There were many days that passed before we knew whether this was a spontaneous demonstration, or actually whether it was a terrorist attack.",2,0,1791,obama obamacare administration,2
meeting meet met,And there was no demonstration involved.,2,0,1792,meeting meet met,2
obama obamacare administration,It was a terrorist attack and it took a long time for that to be told to the American people.,2,0,1793,obama obamacare administration,2
obama obamacare administration,"Whether there was some misleading, or instead whether we just didn't know what happened, you have to ask yourself why didn't we know five days later when the ambassador to the United Nations went on TV to say that this was a demonstration.",2,0,1794,obama obamacare administration,2
obama obamacare administration,How could we have not known?,2,0,1795,obama obamacare administration,1
obama obamacare administration,"But I find more troubling than this, that on on the day following the assassination of the United States ambassador, the first time that's happened since one thousand nine hundred seventy nine, when when we have four Americans killed there, when apparently we didn't know what happened, that the president, the day after that happened, flies to Las Vegas for a political fund raiser, then the next day to Colorado for another event, other political event.",2,0,1796,obama obamacare administration,0
obama obamacare administration,I think these these actions taken by a president and a leader have symbolic significance and perhaps even material significance in that you'd hope that during that time we could call in the people who were actually eyewitnesses.,2,0,1797,obama obamacare administration,0
news read listen,We've read their accounts now about what happened.,2,0,1798,news read listen,0
obama obamacare administration,It was very clear this was not a demonstration.,2,0,1799,obama obamacare administration,0
obama obamacare administration,This was an attack by terrorists.,2,0,1800,obama obamacare administration,0
syria war obama,And this calls into question the president's whole policy in the Middle East.,2,0,1801,syria war obama,0
syria war obama,"Look what's happening in Syria, in Egypt, now in Libya.",2,0,1802,syria war obama,0
syria obama war,"Consider the distance between ourselves and and Israel, the president said that that he was going to put daylight between us and Israel.",2,0,1803,syria obama war,2
syria obama war,We have Iran four years closer to a nuclear bomb.,2,0,1804,syria obama war,0
syria war obama,"Syria Syria's not just a tragedy of thirty thousand civilians being killed by a military, but also a strategic strategically significant player for America.",2,0,1805,syria war obama,0
syria war obama,"The president's policies throughout the Middle East began with an apology tour and and and pursue a strategy of leading from behind, and this strategy is unraveling before our very eyes.",2,0,1806,syria war obama,0
sen pass agree,"Yes, I I|",2,0,1807,sen pass agree,1
obama obamacare administration,I I think interesting the president just said something which which is that on the day after the attack he went into the Rose Garden and said that this was an act of terror.,2,0,1808,obama obamacare administration,0
obama obamacare administration,"You said in the Rose Garden the day after the attack, it was an act of terror.",2,0,1809,obama obamacare administration,0
obama obamacare administration,"It was not a spontaneous demonstration, is that what you're saying?",2,0,1810,obama obamacare administration,0
obama obamacare administration,I want to make sure we get that for the record because it took the president fourteen days before he called the attack in Benghazi an act of terror.,2,0,1811,obama obamacare administration,0
obama obamacare administration,This the administration the administration indicated this was a reaction to a video and was a spontaneous reaction.,2,0,1812,obama obamacare administration,0
obama obamacare administration,It took them a long time to say this was a terrorist act by a terrorist group.,2,0,1813,obama obamacare administration,0
obama president congressman,"And to suggest am I incorrect in that regard, on Sunday, the your secretary|",2,0,1814,obama president congressman,1
sen pass agree,Excuse me.,2,0,1815,sen pass agree,1
obama president congressman,The ambassador of the United Nations went on the Sunday television shows and spoke about how|,2,0,1816,obama president congressman,1
sen pass agree,this was a spontaneous|,2,0,1817,sen pass agree,1
obamacare legislation bipartisan,"Yeah, I'm not in favor of new pieces of legislation on on guns and taking guns away or making certain guns illegal.",2,0,1818,obamacare legislation bipartisan,1
congrats congratulations honored,"Boy, great question and important question, because you're absolutely right.",2,0,1819,congrats congratulations honored,1
jobs economy job,The place where we've seen manufacturing go has been China.,2,0,1820,jobs economy job,1
jobs economy job,China is now the largest manufacturer in the world.,2,0,1821,jobs economy job,2
president obama legislation,It used to be the United States of America.,2,0,1822,president obama legislation,1
jobs economy job,A lot of good people have lost jobs.,2,0,1823,jobs economy job,1
jobs economy job,A half a million manufacturing jobs have been lost in the last four years.,2,0,1824,jobs economy job,2
president obama legislation,That's total over the last four years.,2,0,1825,president obama legislation,0
jobs economy job,One of the reasons for that is that people think it's more attractive in some cases to go offshore than to stay here.,2,0,1826,jobs economy job,1
businesses business economic,We have made it less attractive for enterprises to stay here than to go offshore from time to time.,2,0,1827,businesses business economic,0
president obama legislation,What I will do as president is make sure it's more attractive to come to America again.,2,0,1828,president obama legislation,1
jobs economy job,This is the way we're going to create jobs in this country.,2,0,1829,jobs economy job,1
jobs economy job,"It's not by trickle down government, saying we're going to take more money from people and hire more government workers, raise more taxes, put in place more regulations.",2,0,1830,jobs economy job,0
jobs economy job,"Trickle down government has never worked here, has never worked anywhere.",2,0,1831,jobs economy job,0
businesses business economic,"I want to make America the most attractive place in the world for entrepreneurs, for small business, for big business, to invest and grow in America.",2,0,1832,businesses business economic,1
president obama legislation,"Now, we're going to have to make sure that as we trade with other nations that they play by the rules.",2,0,1833,president obama legislation,1
syria obama war,And China hasn't.,2,0,1834,syria obama war,0
president obama legislation,One of the reasons or one of the ways they don't play by the rules is artificially holding down the value of their currency.,2,0,1835,president obama legislation,0
workers obamacare jobs,"Because if they put their currency down low, that means their prices on their goods are low.",2,0,1836,workers obamacare jobs,2
businesses business economic,And that makes them advantageous in the marketplace.,2,0,1837,businesses business economic,1
sen pass agree,We lose sales.,2,0,1838,sen pass agree,0
businesses business economic,And manufacturers here in the U.,2,0,1839,businesses business economic,1
sen pass agree,S.,2,0,1840,sen pass agree,1
businesses business economic,making the same products can't compete.,2,0,1841,businesses business economic,0
syria obama war,China has been a currency manipulator for years and years and years.,2,0,1842,syria obama war,0
president obama legislation,"And the president has a regular opportunity to label them as a currency manipulator, but refuses to do so.",2,0,1843,president obama legislation,0
jobs economy job,"On day one, I will label China a currency manipulator, which will allow me as president to be able to put in place, if necessary, tariffs where I believe that they are taking unfair advantage of our manufacturers.",2,0,1844,jobs economy job,2
president obama legislation,So we're going to make sure that people we trade with around the world play by the rules.,2,0,1845,president obama legislation,1
congress bipartisan congressional,But let me let me not just stop there.,2,0,1846,congress bipartisan congressional,1
jobs economy job,"Don't forget, what's key to bringing back jobs here is not just finding someone else to punish, and I'm going to be strict with people who we trade with to make sure they they follow the law and play by the rules, but it's also to make America the most attractive place in the world for businesses of all kinds.",2,0,1847,jobs economy job,1
businesses business economic,"That's why I want to down the tax rates on small employers, big employers, so they want to be here.",2,0,1848,businesses business economic,1
businesses business economic,Canada's tax rate on companies is now fifteen percent.,2,0,1849,businesses business economic,1
businesses business economic,Ours is thirty five percent.,2,0,1850,businesses business economic,2
businesses business economic,"So if you're starting a business, where would you rather start it?",2,0,1851,businesses business economic,1
jobs economy job,We have to be competitive if we're going to create more jobs here.,2,0,1852,jobs economy job,1
president obama legislation,Regulations have quadrupled.,2,0,1853,president obama legislation,0
president obama legislation,The rate of regulations quadrupled under this president.,2,0,1854,president obama legislation,0
businesses business economic,I talk to small businesses across the country.,2,0,1855,businesses business economic,1
syria war obama,"They say, We feel like we're under attack from our own government.",2,0,1856,syria war obama,0
businesses business economic,"I want to make sure that regulators see their job as encouraging small business, not crushing it.",2,0,1857,businesses business economic,0
obamacare healthcare insurance,And there's no question but that Obamacare has been an extraordinary deterrent to enterprises of all kinds hiring people.,2,0,1858,obamacare healthcare insurance,1
jobs economy job,My priority is making sure that we get more people hired.,2,0,1859,jobs economy job,1
jobs economy job,"If we have more people hired, if we get back manufacturing jobs, if we get back all kinds of jobs into this country, then you're going to see rising incomes again.",2,0,1860,jobs economy job,1
jobs economy job,The reason incomes are down is because unemployment is so high.,2,0,1861,jobs economy job,0
president obama legislation,"I know what it takes to get this to happen, and my plan will do that, and one part of it is to make sure that we keep China playing by the rules.",2,0,1862,president obama legislation,1
sen pass agree,The answer is very straightforward.,2,0,1863,sen pass agree,1
syria war obama,We can compete with anyone in the world as long as the playing field is level.,2,0,1864,syria war obama,2
obamacare congressional congress,China's been cheating over the years.,2,0,1865,obamacare congressional congress,0
workers obamacare jobs,One by holding down the value of their currency.,2,0,1866,workers obamacare jobs,2
obamacare congressional congress,"Number two, by stealing our intellectual property; our designs, our patents, our technology.",2,0,1867,obamacare congressional congress,0
irs obamacare tax,"There's even an Apple store in China that's a counterfeit Apple store, selling counterfeit goods.",2,0,1868,irs obamacare tax,2
obamacare congressional congress,They hack into our computers.,2,0,1869,obamacare congressional congress,0
vote voted republicans,"We will have to have people play on a fair basis, that's number one.",2,0,1870,vote voted republicans,1
businesses business economic,"Number two, we have to make America the most attractive place for entrepreneurs, for people who want to expand their business.",2,0,1871,businesses business economic,1
jobs economy job,That's what brings jobs in.,2,0,1872,jobs economy job,1
obama president congressman,The president's characterization of my tax plan|,2,0,1873,obama president congressman,1
sen pass agree,is completely|,2,0,1874,sen pass agree,1
sen pass agree,is completely|,2,0,1875,sen pass agree,1
sen pass agree,is completely false.,2,0,1876,sen pass agree,0
sen pass agree,Let me tell you|,2,0,1877,sen pass agree,1
jobs economy job,Government does not create jobs.,2,0,1878,jobs economy job,0
jobs economy job,Government does not create jobs.,2,0,1879,jobs economy job,0
sen pass agree,Barry?,2,0,1880,sen pass agree,1
obama president congressman,Where is Barry?,2,0,1881,obama president congressman,1
congrats congratulations honored,"Thank you, and that's an opportunity for me, and I appreciate it.",2,0,1882,congrats congratulations honored,1
vote voted republicans,"In the nature of a campaign, it seems that some campaigns are focused on attacking a person rather than prescribing their own future and the things they'd like to do.",2,0,1883,vote voted republicans,0
obama president congressman,"In the course of that, I think the president's campaign has tried to characterize me as as someone who's very different than who I am.",2,0,1884,obama president congressman,1
vote voted republicans,I care about one hundred percent of the American people.,2,0,1885,vote voted republicans,1
jobs economy job,I want one hundred percent of the American people to have a bright and prosperous future.,2,0,1886,jobs economy job,1
education students school,I care about our kids.,2,0,1887,education students school,1
jobs economy job,I understand what it takes to make a bright and prosperous future for America again.,2,0,1888,jobs economy job,1
businesses business economic,"I spent my life in the private sector, not in government.",2,0,1889,businesses business economic,1
obama president congressman,"I'm a guy who wants to help with the experience I have, the American people.",2,0,1890,obama president congressman,1
businesses business economic,My my passion probably flows from the fact that I believe in God.,2,0,1891,businesses business economic,2
congratulations congrats happy,And I believe we're all children of the same God.,2,0,1892,congratulations congrats happy,1
obamacare healthcare seniors,I believe we have a responsibility to care for one another.,2,0,1893,obamacare healthcare seniors,1
meeting meet met,I I served as a missionary for my church.,2,0,1894,meeting meet met,1
meeting meet met,I served as a pastor in my congregation for about ten years.,2,0,1895,meeting meet met,1
workers obamacare jobs,I've sat across the table from people who were out of work and worked with them to try and find new work or to help them through tough times.,2,0,1896,workers obamacare jobs,1
icymi congrats congratulations,I went to the Olympics when they were in trouble to try and get them on track.,2,0,1897,icymi congrats congratulations,1
obamacare healthcare insurance,"And as governor of my state, I was able to get one hundred percent of my people insured, all my kids, about ninety eight percent of the adults.",2,0,1898,obamacare healthcare insurance,1
education students school,"I was able also to get our schools ranked number one in the nation, so one hundred percent of our kids would have a bright opportunity for a future.",2,0,1899,education students school,1
president obama legislation,I understand that I can get this country on track again.,2,0,1900,president obama legislation,1
president obama legislation,We don't have to settle for what we're going through.,2,0,1901,president obama legislation,0
energy obama obamacare,We don't have to settle for gasoline at four bucks.,2,0,1902,energy obama obamacare,1
jobs economy job,We don't have to settle for unemployment at a chronically high level.,2,0,1903,jobs economy job,1
jobs economy job,We don't have to settle for forty seven million people on food stamps.,2,0,1904,jobs economy job,2
education students school,We don't have to settle for fifty percent of kids coming out of college not able to get work.,2,0,1905,education students school,1
jobs economy job,We don't have to settle for twenty three million people struggling to find a good job.,2,0,1906,jobs economy job,1
jobs economy job,"If I become president, I'll get America working again.",2,0,1907,jobs economy job,1
spending bipartisan obamacare,I will get us on track to a balanced budget.,2,0,1908,spending bipartisan obamacare,1
president obama legislation,The president hasn't.,2,0,1909,president obama legislation,0
sen pass agree,I will.,2,0,1910,sen pass agree,1
obamacare healthcare seniors,I'll make sure we can reform Medicare and Social Security to preserve them for coming coming generations.,2,0,1911,obamacare healthcare seniors,1
president obama legislation,The president said he would.,2,0,1912,president obama legislation,0
sen pass agree,He didn't.,2,0,1913,sen pass agree,0
workers obamacare jobs,I'll get our incomes up.,2,0,1914,workers obamacare jobs,2
president obama legislation,"And by the way, I've done these things.",2,0,1915,president obama legislation,2
obama president congressman,I served as governor and showed I could get them done.,2,0,1916,obama president congressman,1
sen pass agree,"Thank you, Bob.",2,0,1917,sen pass agree,1
meeting discuss interview,And thank you for agreeing to moderate this debate this evening.,2,0,1918,meeting discuss interview,1
meeting meet met,Thank you to Lynn University for welcoming us here.,2,0,1919,meeting meet met,1
congrats congratulations honored,"And Mister President, it's good to be with you again.",2,0,1920,congrats congratulations honored,1
meeting meet met,"We were together at a humorous event a little earlier, and it's nice to maybe funny this time, not on purpose.",2,0,1921,meeting meet met,1
sen pass agree,We'll see what happens.,2,0,1922,sen pass agree,1
syria war obama,"This is obviously an area of great concern to the entire world, and to America in particular, which is to see a a complete change in the the structure and the the environment in the Middle East.",2,0,1923,syria war obama,0
syria war obama,"With the Arab Spring, came a great deal of hope that there would be a change towards more moderation, and opportunity for greater participation on the part of women in public life, and in economic life in the Middle East.",2,0,1924,syria war obama,2
syria obama war,"But instead, we've seen in nation after nation, a number of disturbing events.",2,0,1925,syria obama war,0
syria war obama,"Of course we see in Syria, thirty thousand civilians having been killed by the military there.",2,0,1926,syria war obama,0
obama obamacare administration,"We see in in Libya, an attack apparently by, I think we know now, by terrorists of some kind against against our people there, four people dead.",2,0,1927,obama obamacare administration,0
vote voted republicans,Our hearts and and minds go out to them.,2,0,1928,vote voted republicans,1
obama obamacare administration,"Mali has been taken over, the northern part of Mali by al Qaeda type individuals.",2,0,1929,obama obamacare administration,0
syria war obama,"We have in in Egypt, a Muslim Brotherhood president.",2,0,1930,syria war obama,2
syria war obama,And so what we're seeing is a pretty dramatic reversal in the kind of hopes we had for that region.,2,0,1931,syria war obama,0
syria obama war,"Of course the greatest threat of all is Iran, four years closer to a nuclear weapon.",2,0,1932,syria obama war,0
president obama legislation,And and we're going to have to recognize that we have to do as the president has done.,2,0,1933,president obama legislation,1
veterans honored military,I congratulate him on on taking out Osama bin Laden and going after the leadership in al Qaeda.,2,0,1934,veterans honored military,1
syria war obama,But we can't kill our way out of this mess.,2,0,1935,syria war obama,0
syria war obama,"We're going to have to put in place a very comprehensive and robust strategy to help the the world of Islam and other parts of the world, reject this radical violent extremism, which is it's certainly not on the run.",2,0,1936,syria war obama,0
sen pass agree,It's certainly not hiding.,2,0,1937,sen pass agree,2
syria obama war,"This is a group that is now involved in ten or twelve countries, and it presents an enormous threat to our friends, to the world, to America, long term, and we must have a comprehensive strategy to help reject this kind of extremism.",2,0,1938,syria obama war,0
syria war obama,"Well, my strategy is pretty straightforward, which is to go after the bad guys, to make sure we do our very best to interrupt them, to to kill them, to take them out of the picture.",2,0,1939,syria war obama,0
businesses business economic,But my strategy is broader than that.,2,0,1940,businesses business economic,1
sen pass agree,"That's that's important, of course.",2,0,1941,sen pass agree,1
syria war obama,But the key that we're going to have to pursue is a is a pathway to get the Muslim world to be able to reject extremism on its own.,2,0,1942,syria war obama,0
syria war obama,"We don't want another Iraq, we don't want another Afghanistan.",2,0,1943,syria war obama,0
president obama legislation,That's not the right course for us.,2,0,1944,president obama legislation,0
syria war obama,"The right course for us is to make sure that we go after the the people who are leaders of these various anti American groups and these these jihadists, but also help the Muslim world.",2,0,1945,syria war obama,1
president obama legislation,And how do we do that?,2,0,1946,president obama legislation,0
syria war obama,"A group of Arab scholars came together, organized by the U.",2,0,1947,syria war obama,2
sen pass agree,N.,2,0,1948,sen pass agree,1
syria war obama,", to look at how we can help the the world reject these these terrorists.",2,0,1949,syria war obama,0
jobs economy job,"And the answer they came up with was this: One, more economic development.",2,0,1950,jobs economy job,1
syria obama war,"We should key our foreign aid, our direct foreign investment, and that of our friends, we should coordinate it to make sure that we we push back and give them more economic development.",2,0,1951,syria obama war,0
education students school,"Number two, better education.",2,0,1952,education students school,1
workers obamacare jobs,"Number three, gender equality.",2,0,1953,workers obamacare jobs,1
president obama legislation,"Number four, the rule of law.",2,0,1954,president obama legislation,0
syria war obama,We have to help these nations create civil societies.,2,0,1955,syria war obama,1
syria war obama,"But what's been happening over the last couple of years is, as we've watched this tumult in the Middle East, this rising tide of chaos occur, you see Al Qaida rushing in, you see other jihadist groups rushing in.",2,0,1956,syria war obama,0
syria obama war,And and they're throughout many nations in the Middle East.,2,0,1957,syria obama war,2
obama obamacare administration,"It's wonderful that Libya seems to be making some progress, despite this terrible tragedy.",2,0,1958,obama obamacare administration,2
syria obama war,"But next door, of course, we have Egypt.",2,0,1959,syria obama war,2
obama obamacare administration,"Libya's six million population; Egypt, eighty million population.",2,0,1960,obama obamacare administration,2
syria war obama,We want we want to make sure that we're seeing progress throughout the Middle East.,2,0,1961,syria war obama,2
syria war obama,"With Mali now having North Mali taken over by Al Qaida; with Syria having Assad continuing to to kill, to murder his own people, this is a region in tumult.",2,0,1962,syria war obama,0
syria obama war,"And, of course, Iran on the path to a nuclear weapon, we've got real.",2,0,1963,syria obama war,0
obama president congressman,"Well, of course I don't concur with what the president said about my own record and the things that I've said.",2,0,1964,obama president congressman,0
sen pass agree,They don't happen to be accurate.,2,0,1965,sen pass agree,0
syria war obama,"But but I can say this, that we're talking about the Middle East and how to help the Middle East reject the kind of terrorism we're seeing, and the rising tide of tumult and and confusion.",2,0,1966,syria war obama,0
syria obama war,And and attacking me is not an agenda.,2,0,1967,syria obama war,0
syria war obama,"Attacking me is not talking about how we're going to deal with the challenges that exist in the Middle East, and take advantage of the opportunity there, and stem the tide of this violence.",2,0,1968,syria war obama,0
obama president congressman,But I'll respond to a couple of things that you mentioned.,2,0,1969,obama president congressman,1
syria obama war,"First of all, Russia I indicated is a geopolitical foe.",2,0,1970,syria obama war,0
sen pass agree,Not|,2,0,1971,sen pass agree,2
sen pass agree,Excuse me.,2,0,1972,sen pass agree,1
syria obama war,"It's a geopolitical foe, and I said in the same in the same paragraph I said, and Iran is the greatest national security threat we face.",2,0,1973,syria obama war,0
syria war obama,Russia does continue to battle us in the U.,2,0,1974,syria war obama,0
sen pass agree,N.,2,0,1975,sen pass agree,1
sen pass agree,time and time again.,2,0,1976,sen pass agree,1
sen pass agree,I have clear eyes on this.,2,0,1977,sen pass agree,1
obama president congressman,"I'm not going to wear rose colored glasses when it comes to Russia, or Mister Putin.",2,0,1978,obama president congressman,2
obama president congressman,"And I'm certainly not going to say to him, I'll give you more flexibility after the election.",2,0,1979,obama president congressman,0
vote voted republicans,"After the election, he'll get more backbone.",2,0,1980,vote voted republicans,1
syria war obama,"Number two, with regards to Iraq, you and I agreed I believe that there should be a status of forces agreement.",2,0,1981,syria war obama,1
sen pass agree,Oh you didn't?,2,0,1982,sen pass agree,0
sen pass agree,You didn't want a status of|,2,0,1983,sen pass agree,1
syria war obama,"I'm sorry, you actually there was a there was an effort on the part of the president to have a status of forces agreement, and I concurred in that, and said that we should have some number of troops that stayed on.",2,0,1984,syria war obama,0
sen pass agree,That was something I concurred with|,2,0,1985,sen pass agree,1
sen pass agree,that your posture.,2,0,1986,sen pass agree,0
sen pass agree,That was my posture as well.,2,0,1987,sen pass agree,2
syria war obama,You thought it should have been five thousand troops|,2,0,1988,syria war obama,0
syria war obama,"I thought there should have been more troops, but you know what?",2,0,1989,syria war obama,2
sen pass agree,The answer was we got|,2,0,1990,sen pass agree,1
syria war obama,no troops through whatsoever.,2,0,1991,syria war obama,0
sen pass agree,"No, I|",2,0,1992,sen pass agree,2
sen pass agree,I'm sorry that's a|,2,0,1993,sen pass agree,2
sen pass agree,that's a I indicated|,2,0,1994,sen pass agree,1
obama president congressman,I indicated that you failed to put in place a status|,2,0,1995,obama president congressman,0
syria war obama,of forces agreement at the end of the conflict that existed.,2,0,1996,syria war obama,0
syria war obama,"Well, let's step back and talk about what's happening in Syria and how important it is.",2,0,1997,syria war obama,0
prayers obamacare insurance,"First of all, thirty thousand people being killed by their government is a humanitarian disaster.",2,0,1998,prayers obamacare insurance,2
syria war obama,"Secondly, Syria is an opportunity for us because Syria plays an important role in the Middle East, particularly right now.",2,0,1999,syria war obama,1
syria obama war,Syria is Iran's only ally in the Arab world.,2,0,2000,syria obama war,0
sen pass agree,It's their route to the sea.,2,0,2001,sen pass agree,1
syria obama war,"It's the route for them to arm Hezbollah in Lebanon, which threatens, of course, our ally, Israel.",2,0,2002,syria obama war,0
syria war obama,And so seeing Syria remove Assad is a very high priority for us.,2,0,2003,syria war obama,1
obamacare congressional congress,"Number two, seeing a a replacement government being responsible people is critical for us.",2,0,2004,obamacare congressional congress,1
syria war obama,"And finally, we don't want to have military involvement there.",2,0,2005,syria war obama,0
syria war obama,We don't want to get drawn into a military conflict.,2,0,2006,syria war obama,0
syria war obama,"And so the right course for us, is working through our partners and with our own resources, to identify responsible parties within Syria, organize them, bring them together in a in a form of if not government, a form of of of council that can take the lead in Syria.",2,0,2007,syria war obama,0
syria war obama,And then make sure they have the arms necessary to defend themselves.,2,0,2008,syria war obama,2
syria war obama,We do need to make sure that they don't have arms that get into the the wrong hands.,2,0,2009,syria war obama,2
syria war obama,Those arms could be used to hurt us down the road.,2,0,2010,syria war obama,0
syria obama war,"We need to make sure as well that we coordinate this effort with our allies, and particularly with with Israel.",2,0,2011,syria obama war,1
syria obama war,"But the Saudi's and the Qatari, and and the Turks are all very concerned about this.",2,0,2012,syria obama war,0
jobs economy job,They're willing to work with us.,2,0,2013,jobs economy job,1
syria war obama,"We need to have a very effective leadership effort in Syria, making sure that the the insurgent there are armed and that the insurgents that become armed, are people who will be the responsible parties.",2,0,2014,syria war obama,1
syria war obama,Recognize I believe that Assad must go.,2,0,2015,syria war obama,1
sen pass agree,I believe he will go.,2,0,2016,sen pass agree,1
syria war obama,"But I believe we want to make sure that we have the relationships of friendship with the people that take his place, steps that in the years to come we see Syria as a as a friend, and Syria as a responsible party in the Middle East.",2,0,2017,syria war obama,1
vote voted republicans,This this is a critical opportunity for America.,2,0,2018,vote voted republicans,1
president obama legislation,"And what I'm afraid of is we've watched over the past year or so, first the president saying, well we'll let the U.",2,0,2019,president obama legislation,0
sen pass agree,N.,2,0,2020,sen pass agree,1
sen pass agree,deal with it.,2,0,2021,sen pass agree,1
syria war obama,"And Assad excuse me, Kofi Annan came in and said we're going to try to have a ceasefire.",2,0,2022,syria war obama,0
sen pass agree,That didn't work.,2,0,2023,sen pass agree,0
president obama legislation,"Then it went to the Russians and said, let's see if you can do something.",2,0,2024,president obama legislation,0
syria war obama,"We should be playing the leadership role there, not on the ground with military.",2,0,2025,syria war obama,0
sen pass agree,by the leadership role.,2,0,2026,sen pass agree,1
syria war obama,I don't want to have our military involved in Syria.,2,0,2027,syria war obama,0
syria war obama,I don't think there is a necessity to put our military in Syria at this stage.,2,0,2028,syria war obama,0
sen pass agree,I don't anticipate that in the future.,2,0,2029,sen pass agree,2
syria war obama,"As I indicated, our objectives are to replace Assad and to have in place a new government which is friendly to us, a responsible government, if possible.",2,0,2030,syria war obama,1
syria war obama,"And I want to make sure they get armed and they have the arms necessary to defend themselves, but also to remove to remove Assad.",2,0,2031,syria war obama,2
syria war obama,But I do not want to see a military involvement on the part of our of our troops.,2,0,2032,syria war obama,0
president obama legislation,And this isn't this isn't going to be necessary.,2,0,2033,president obama legislation,0
syria war obama,"We we have, with our partners in the region, we have sufficient resources to support those groups.",2,0,2034,syria war obama,1
obama obamacare administration,"But look, this has been going on for a year.",2,0,2035,obama obamacare administration,0
president obama legislation,This is a time this should have been a time for American leadership.,2,0,2036,president obama legislation,1
syria war obama,"We should have taken a leading role, not militarily, but a leading role organizationally, governmentally to bring together the parties; to find responsible parties.",2,0,2037,syria war obama,2
syria war obama,"As you hear from intelligence sources even today, the the insurgents are highly disparate.",2,0,2038,syria war obama,0
sen pass agree,They haven't come together.,2,0,2039,sen pass agree,1
meeting meet met,"They haven't formed a unity group, a council of some kind.",2,0,2040,meeting meet met,0
sen pass agree,That needs to happen.,2,0,2041,sen pass agree,1
president obama legislation,America can help that happen.,2,0,2042,president obama legislation,1
syria war obama,And we need to make sure they have the arms they need to carry out the very important role which is getting rid of Assad.,2,0,2043,syria war obama,1
sen pass agree,No.,2,0,2044,sen pass agree,1
obama president congressman,"I believe, as the president indicated, and said at the time that I supported his his action there.",2,0,2045,obama president congressman,1
meeting meet met,I felt that I wish we'd have had a better vision of the future.,2,0,2046,meeting meet met,2
syria obama war,"I wish that, looking back at the beginning of the president's term and even further back than that, that we'd have recognized that there was a growing energy and passion for freedom in that part of the world, and that we would have worked more aggressively with our friend and with other friends in the region to have them make the transition towards a more representative form of government, such that it didn't explode in the way that it did.",2,0,2047,syria obama war,1
obama obamacare administration,"But once it exploded, I felt the same as the president did, which is these freedom voices and the streets of Egypt, where the people who were speaking of our principles and the President Mubarak had done things which were unimaginable and the idea of him crushing his people was not something that we could possibly support.",2,0,2048,obama obamacare administration,2
syria war obama,"Let me step back and talk about what I think our mission has to be in the Middle East and even more broadly, because our purpose is to make sure the world is more is peaceful.",2,0,2049,syria war obama,1
syria obama war,We want a peaceful planet.,2,0,2050,syria obama war,0
syria war obama,"We want people to be able to enjoy their lives and know they're going to have a bright and prosperous future, not be at war.",2,0,2051,syria war obama,2
sen pass agree,That's our purpose.,2,0,2052,sen pass agree,1
veterans honored military,And the mantle of leadership for the promoting the principles of peace has fallen to America.,2,0,2053,veterans honored military,0
sen pass agree,We didn't ask for it.,2,0,2054,sen pass agree,0
veterans honored military,But it's an honor that we have it.,2,0,2055,veterans honored military,1
syria war obama,But for us to be able to promote those principles of peace requires us to be strong.,2,0,2056,syria war obama,1
jobs economy job,And that begins with a strong economy here at home.,2,0,2057,jobs economy job,1
jobs economy job,"Unfortunately, the economy is not stronger.",2,0,2058,jobs economy job,2
syria obama war,"When the when the president of Iraq excuse me, of Iran, Ahmadinejad, says that our debt makes us not a great country, that's a frightening thing.",2,0,2059,syria obama war,0
spending bipartisan obamacare,Former chief of the Joint Chiefs of Staff said that Admiral Mullen said that our debt is the biggest national security threat we face.,2,0,2060,spending bipartisan obamacare,0
jobs economy job,This we have weakened our economy.,2,0,2061,jobs economy job,0
jobs economy job,We need a strong economy.,2,0,2062,jobs economy job,1
syria war obama,We need to have as well a strong military.,2,0,2063,syria war obama,1
syria war obama,Our military is second to none in the world.,2,0,2064,syria war obama,0
veterans honored military,"We're blessed with terrific soldiers, and extraordinary technology and intelligence.",2,0,2065,veterans honored military,1
spending bipartisan obamacare,But the idea of a trillion dollar in cuts through sequestration and budget cuts to the military would change that.,2,0,2066,spending bipartisan obamacare,0
syria war obama,We need to have strong allies.,2,0,2067,syria war obama,1
syria obama war,Our association and connection with our allies is essential to America's strength.,2,0,2068,syria obama war,1
syria obama war,"We're the great nation that has allies, forty two allies and friends around the world.",2,0,2069,syria obama war,1
vote voted republicans,"And, finally, we have to stand by our principles.",2,0,2070,vote voted republicans,1
vote voted republicans,"And if we're strong in each of those things, American influence will grow.",2,0,2071,vote voted republicans,1
vote voted republicans,"But unfortunately, in nowhere in the world is America's influence will grow.",2,0,2072,vote voted republicans,0
president obama legislation,"But unfortunately, in nowhere in the world is America's influence greater today than it was four years ago.",2,0,2073,president obama legislation,0
vote voted republicans,And that's because we've become weaker in each of those four|,2,0,2074,vote voted republicans,0
syria war obama,"Well I I absolutely believe that America has a a responsibility, and the privilege of helping defend freedom and promote the principles that that make the world more peaceful.",2,0,2075,syria war obama,1
vote voted republicans,"And those principles include human rights, human dignity, free enterprise, freedom of expression, elections.",2,0,2076,vote voted republicans,1
